,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime,scout_risks
1142,Sven Botman,True,True,,,220237.0,0.0,0.0,-1.0,1.0,0.0,2.0,3.5,3.5,1.0,Sven,3.0,475.0,False,,,49.0,220237.jpg,4.5,False,Botman,0.4,False,,a,15.0,4.0,9.0,13901.0,1828.0,24458.0,3821.0,0.6,1.8,Botman,152.0,2022-06-28,2000-01-12,False,p220237,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,19.8,0.3,0.0,2.0,7.0,5.0,2.0,9.0,1.0,0.0,0.0,0.0,0.62,257.0,99.0,358.0,131.0,625.0,229.0,337.0,116.0,,,,,,,0.0,0.0,0.0,0.0,0.82,0.0,332.0,55.0,116.0,51.0,72.0,35.0,252.0,92.0,1.32,1.32,11.91,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1143,Dan Burn,True,True,,,78916.0,0.0,0.0,0.0,0.0,0.0,2.0,5.2,5.2,6.0,Dan,4.7,476.0,False,,,50.0,78916.jpg,5.8,False,Burn,5.6,False,,a,15.0,4.0,23.0,300434.0,24842.0,116587.0,19692.0,0.9,4.6,Burn,241.0,2022-01-31,1992-05-09,False,p78916,360.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,76.0,59.2,17.3,23.0,10.0,26.0,14.0,4.0,30.0,4.0,0.05,0.09,0.14,2.09,110.0,48.0,195.0,55.0,142.0,29.0,149.0,52.0,,,,,,,0.01,0.0,0.02,0.03,0.52,0.75,240.0,36.0,59.0,28.0,37.0,16.0,65.0,26.0,1.0,0.75,7.5,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1144,Tino Livramento,True,True,,,441191.0,0.0,0.0,1.0,-1.0,0.0,2.0,5.8,5.8,6.0,Tino,5.3,477.0,False,,,51.0,441191.jpg,6.2,False,Livramento,9.6,False,,a,15.0,4.0,25.0,793414.0,72136.0,160588.0,31774.0,1.0,4.9,Livramento,241.0,2023-08-08,2002-11-12,False,p441191,360.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,88.0,55.6,50.4,14.0,12.0,6.0,19.0,4.0,10.0,4.0,0.0,0.3,0.3,2.09,114.0,49.0,73.0,17.0,200.0,50.0,119.0,37.0,,,,,,,0.0,0.0,0.08,0.08,0.52,0.75,236.0,34.0,41.0,18.0,22.0,12.0,45.0,16.0,1.0,0.75,2.5,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1145,Kieran Trippier,True,True,75.0,,77794.0,0.0,0.0,0.0,0.0,0.0,2.0,4.1,5.5,8.0,Kieran,5.0,478.0,False,Knock - 75% chance of playing,2025-09-19T11:30:08.407420Z,50.0,77794.jpg,5.2,False,Trippier,2.9,False,,d,15.0,4.0,21.0,123948.0,19125.0,61202.0,11373.0,1.0,4.2,Trippier,241.0,2022-01-07,1990-09-19,False,p77794,316.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,77.0,36.8,129.5,4.0,16.9,6.0,19.0,2.0,8.0,4.0,0.0,0.35,0.35,1.65,184.0,74.0,9.0,1.0,282.0,96.0,58.0,10.0,1.0,,1.0,,,,0.0,0.0,0.1,0.1,0.47,0.57,239.0,35.0,46.0,20.0,51.0,25.0,106.0,43.0,1.14,0.85,2.28,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1146,Anthony Elanga,True,True,,,449434.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,1.8,1.0,Anthony,1.3,486.0,False,,,70.0,449434.jpg,1.8,False,Elanga,7.2,False,,a,15.0,4.0,7.0,462967.0,13963.0,545844.0,146074.0,0.2,1.0,Elanga,206.0,2025-07-11,2002-04-27,False,p449434,205.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.2,46.8,37.0,10.3,1.0,3.0,1.0,5.0,2.0,0.57,0.13,0.7,1.03,262.0,120.0,81.0,57.0,91.0,54.0,142.0,74.0,,,,,,,0.25,0.0,0.06,0.31,0.45,1.32,39.0,24.0,250.0,123.0,262.0,127.0,58.0,18.0,0.88,0.44,2.2,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1147,Harvey Barnes,True,True,,,201666.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.5,3.0,Harvey,2.0,487.0,False,,,65.0,201666.jpg,2.2,False,Barnes,1.0,False,,a,15.0,4.0,9.0,121925.0,2638.0,76981.0,14523.0,0.3,1.4,Barnes,241.0,2023-07-23,1997-12-09,False,p201666,265.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.2,77.7,45.0,14.3,2.0,7.0,2.0,11.0,3.0,0.37,0.8,1.17,1.01,255.0,117.0,34.0,29.0,71.0,45.0,82.0,49.0,,,,,,,0.13,0.0,0.27,0.4,0.34,0.68,52.0,35.0,196.0,92.0,218.0,101.0,183.0,60.0,1.02,0.68,3.74,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1148,Bruno Guimarães Rodriguez Moura,True,True,,,208706.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,4.2,2.0,Bruno,3.7,488.0,False,,,65.0,208706.jpg,3.5,False,Guimarães Rodriguez Moura,2.5,False,,a,15.0,4.0,14.0,149564.0,12639.0,95017.0,24965.0,0.6,2.2,Bruno G.,30.0,2022-01-30,1997-11-16,False,p208706,360.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,59.4,72.8,25.0,15.7,2.0,29.0,8.0,39.0,4.0,0.25,0.22,0.47,2.09,109.0,36.0,42.0,37.0,135.0,79.0,70.0,45.0,,,,,,,0.06,0.0,0.06,0.12,0.52,0.75,55.0,37.0,100.0,37.0,134.0,53.0,114.0,39.0,1.0,0.75,9.75,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1149,Jacob Murphy,True,True,,,114243.0,0.0,0.0,-2.0,2.0,0.0,3.0,3.5,3.5,6.0,Jacob,3.0,489.0,False,,,63.0,114243.jpg,3.3,False,Murphy,1.2,False,,a,15.0,4.0,10.0,22578.0,9560.0,137930.0,7837.0,0.5,1.6,J.Murphy,241.0,2017-07-19,1995-02-24,False,p114243,163.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.8,20.9,78.0,12.9,2.0,3.0,0.0,5.0,2.0,0.9,0.3,1.2,1.15,208.0,90.0,176.0,114.0,30.0,17.0,103.0,59.0,,,,,,,0.5,0.0,0.17,0.67,0.63,0.0,76.0,53.0,125.0,48.0,142.0,55.0,174.0,57.0,1.1,1.1,2.76,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1150,Joelinton Cássio Apolinário de Lira,True,True,100.0,100.0,180974.0,0.0,0.0,-1.0,1.0,0.0,3.0,2.2,2.2,3.0,Joelinton Cássio,1.7,490.0,False,,2025-08-25T23:00:08.192388Z,59.0,180974.jpg,2.3,False,Apolinário de Lira,0.3,False,,a,15.0,4.0,7.0,9927.0,2838.0,34915.0,1500.0,0.3,1.2,Joelinton,30.0,2019-07-24,1996-08-14,False,p180974,221.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,14.2,21.2,21.0,5.7,5.0,9.0,4.0,18.0,3.0,0.03,0.33,0.36,0.91,288.0,136.0,170.0,112.0,153.0,92.0,243.0,120.0,,,,,,,0.01,0.0,0.13,0.14,0.37,0.81,101.0,67.0,221.0,107.0,204.0,94.0,318.0,107.0,1.22,0.81,7.33,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1151,Sandro Tonali,True,True,100.0,100.0,432422.0,0.0,0.0,-1.0,1.0,0.0,3.0,3.2,3.2,3.0,Sandro,2.7,491.0,False,,2025-08-25T23:00:08.207841Z,54.0,432422.jpg,2.8,False,Tonali,1.3,False,,a,15.0,4.0,11.0,42895.0,9495.0,110643.0,9713.0,0.5,2.0,Tonali,106.0,2023-07-03,2000-05-08,False,p432422,335.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,37.6,71.5,43.0,15.2,6.0,16.0,3.0,25.0,4.0,0.23,0.26,0.49,1.72,176.0,72.0,44.0,38.0,74.0,46.0,74.0,46.0,4.0,,5.0,,,,0.06,0.0,0.07,0.13,0.46,0.54,194.0,121.0,149.0,59.0,170.0,71.0,166.0,56.0,1.07,0.81,6.72,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1152,William Osula,True,True,,,538207.0,0.0,0.0,0.0,0.0,0.0,4.0,3.2,3.2,1.0,William,2.7,500.0,False,,,55.0,538207.jpg,2.2,False,Osula,0.4,False,,a,15.0,4.0,9.0,52883.0,3761.0,38304.0,7890.0,0.5,1.6,Osula,58.0,2024-08-08,2003-08-04,False,p538207,130.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.0,13.5,31.0,7.9,1.0,4.0,1.0,6.0,1.0,0.4,0.02,0.42,1.15,181.0,18.0,224.0,19.0,106.0,27.0,195.0,22.0,,,,,,,0.28,0.0,0.01,0.29,0.8,0.69,167.0,40.0,152.0,14.0,214.0,19.0,256.0,41.0,0.69,0.69,4.15,Newcastle Utd,4.0,25-26,2025-09-19 19:07:10.579391,
1153,James McAtee,True,True,,,432714.0,0.0,0.0,-1.0,1.0,0.0,3.0,1.5,0.5,1.0,James,1.0,426.0,False,,,54.0,432714.jpg,1.0,False,McAtee,0.1,False,,a,16.0,17.0,3.0,6801.0,572.0,12534.0,1820.0,0.2,0.6,McAtee,241.0,2025-08-16,2002-10-18,False,p432714,67.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.6,35.7,4.0,5.0,0.0,3.0,1.0,4.0,0.0,0.0,0.13,0.13,2.03,313.0,149.0,102.0,73.0,287.0,155.0,264.0,131.0,,,,,,,0.0,0.0,0.17,0.17,2.73,5.37,195.0,122.0,276.0,136.0,361.0,173.0,438.0,145.0,0.0,0.0,5.37,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1154,Matz Sels,True,True,,,85633.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,1.2,1.0,Matz,1.7,502.0,False,,,50.0,85633.jpg,1.8,False,Sels,14.5,False,,a,16.0,17.0,7.0,205251.0,23315.0,704122.0,107234.0,0.3,1.4,Sels,21.0,2024-02-01,1992-02-26,False,p85633,360.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,31.0,94.4,0.0,0.0,9.6,3.0,27.0,0.0,0.0,4.0,0.0,0.0,0.0,6.86,35.0,7.0,674.0,79.0,651.0,74.0,157.0,6.0,,,,,,,0.0,3.0,0.0,0.0,1.72,2.0,243.0,8.0,212.0,18.0,257.0,22.0,27.0,4.0,1.0,0.0,0.0,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1155,Nikola Milenković,True,True,,,227444.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,0.8,1.0,Nikola,1.3,505.0,False,,,55.0,227444.jpg,1.5,False,Milenković,7.5,False,,a,16.0,17.0,6.0,155595.0,27998.0,371203.0,59983.0,0.2,1.1,Milenković,190.0,2024-07-18,1997-10-12,False,p227444,360.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54.6,5.0,10.0,7.0,22.0,10.0,2.0,24.0,4.0,0.05,0.05,0.1,6.86,115.0,50.0,295.0,99.0,222.0,62.0,211.0,67.0,,,,,,,0.01,0.0,0.01,0.02,1.72,2.0,150.0,19.0,241.0,83.0,281.0,96.0,56.0,20.0,1.0,0.0,6.0,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1156,Murillo Costa dos Santos,True,True,75.0,,575476.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,1.2,3.0,Murillo,1.7,506.0,False,Knock - 75% chance of playing,2025-09-13T21:30:08.280182Z,55.0,575476.jpg,1.8,False,Costa dos Santos,4.5,False,,d,16.0,17.0,7.0,63299.0,2168.0,290909.0,69269.0,0.3,1.3,Murillo,30.0,2023-08-31,2002-07-04,False,p575476,306.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,54.0,11.9,0.0,6.6,22.0,21.0,3.0,25.0,4.0,0.0,0.2,0.2,5.97,119.0,52.0,237.0,76.0,721.0,244.0,220.0,71.0,,,3.0,,,,0.0,0.0,0.06,0.06,1.76,1.76,171.0,21.0,219.0,78.0,260.0,89.0,82.0,32.0,1.18,0.0,7.35,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1157,Neco Williams,True,True,,,215136.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.5,0.0,Neco,1.0,508.0,False,,,50.0,215136.jpg,1.0,False,Williams,7.0,False,,a,16.0,17.0,4.0,108258.0,16773.0,391297.0,55955.0,0.2,0.8,N.Williams,244.0,2022-07-11,2001-04-13,False,p215136,360.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,54.2,38.8,23.0,11.6,10.0,15.0,9.0,19.0,4.0,0.04,0.14,0.18,6.86,116.0,51.0,97.0,20.0,143.0,30.0,124.0,39.0,,,,,,,0.01,0.0,0.04,0.05,1.72,2.0,263.0,40.0,266.0,93.0,349.0,128.0,59.0,22.0,1.0,0.0,4.75,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1158,Morgan Gibbs-White,True,True,,,222531.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,1.5,2.0,Morgan,2.0,515.0,False,,,75.0,222531.jpg,2.8,False,Gibbs-White,5.2,False,,a,16.0,17.0,11.0,289514.0,40655.0,297898.0,50971.0,0.3,1.5,Gibbs-White,241.0,2022-08-19,2000-01-27,False,p222531,326.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,36.4,90.3,56.0,18.0,2.0,11.0,2.0,15.0,4.0,0.68,0.47,1.15,6.77,187.0,78.0,20.0,18.0,57.0,35.0,52.0,35.0,,,2.0,,2.0,,0.19,0.0,0.13,0.32,1.87,1.93,24.0,14.0,197.0,93.0,177.0,77.0,69.0,20.0,1.1,0.0,4.14,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1159,Callum Hudson-Odoi,True,True,,,209046.0,0.0,0.0,0.0,0.0,0.0,3.0,4.8,3.8,1.0,Callum,4.3,516.0,False,,,60.0,209046.jpg,3.8,False,Hudson-Odoi,1.6,False,,a,16.0,17.0,15.0,123738.0,20716.0,88919.0,15588.0,0.7,2.5,Hudson-Odoi,241.0,2023-09-01,2000-11-07,False,p209046,308.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,59.0,82.0,60.0,20.2,2.0,5.0,1.0,8.0,4.0,0.37,0.36,0.73,5.81,112.0,38.0,26.0,23.0,48.0,29.0,40.0,28.0,4.0,,,,,,0.11,0.0,0.11,0.22,1.7,1.75,87.0,59.0,75.0,27.0,114.0,42.0,146.0,49.0,1.17,0.0,2.34,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1160,Elliot Anderson,True,True,,,215379.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,2.2,4.0,Elliot,2.7,517.0,False,,,55.0,215379.jpg,3.5,False,Anderson,5.3,False,,a,16.0,17.0,14.0,178151.0,26662.0,272985.0,28025.0,0.5,2.5,Anderson,241.0,2024-07-01,2002-11-06,False,p215379,360.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,94.0,100.0,30.0,22.4,5.0,29.0,14.0,48.0,4.0,0.41,0.47,0.88,6.86,39.0,14.0,16.0,14.0,109.0,66.0,25.0,18.0,3.0,,,,,,0.1,0.0,0.12,0.22,1.72,2.0,146.0,90.0,151.0,60.0,131.0,50.0,68.0,19.0,1.0,0.0,12.0,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1161,Ibrahim Sangaré,True,True,,,210462.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,2.2,2.0,Ibrahim,2.7,521.0,False,,,50.0,210462.jpg,2.5,False,Sangaré,0.1,False,,a,16.0,17.0,10.0,2961.0,768.0,3228.0,514.0,0.5,2.0,Sangaré,54.0,2023-09-01,1997-12-02,False,p210462,337.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,26.2,17.3,2.0,4.6,18.0,14.0,7.0,39.0,4.0,0.03,0.07,0.1,5.81,227.0,98.0,196.0,125.0,314.0,169.0,272.0,135.0,,,,,,,0.01,0.0,0.02,0.03,1.55,1.6,260.0,159.0,144.0,54.0,188.0,83.0,530.0,188.0,1.07,0.0,10.42,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1162,Ryan Yates,True,True,,,204968.0,0.0,0.0,-1.0,1.0,0.0,3.0,1.2,0.2,1.0,Ryan,0.7,522.0,False,,,49.0,204968.jpg,1.0,False,Yates,0.1,False,,a,16.0,17.0,3.0,1326.0,257.0,6359.0,757.0,0.1,0.6,Yates,241.0,2018-08-01,1997-11-21,False,p204968,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.2,4.0,2.0,1.2,4.0,3.0,0.0,7.0,0.0,0.0,0.01,0.01,0.08,332.0,158.0,302.0,164.0,306.0,163.0,354.0,172.0,,,,,,,0.0,0.0,0.04,0.04,0.29,3.6,326.0,204.0,312.0,151.0,335.0,157.0,494.0,168.0,0.0,0.0,25.2,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1163,Chris Wood,True,True,,,60689.0,-1.0,1.0,1.0,-1.0,1.0,4.0,2.2,1.2,1.0,Chris,1.7,525.0,False,,,76.0,60689.jpg,4.5,False,Wood,21.8,False,,a,16.0,17.0,18.0,1924728.0,128515.0,1159228.0,227019.0,0.2,2.4,Wood,154.0,2023-07-01,1991-12-07,False,p60689,296.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0,70.6,28.8,109.0,20.4,1.0,3.0,0.0,4.0,4.0,1.62,0.11,1.73,4.94,88.0,9.0,129.0,11.0,10.0,7.0,39.0,9.0,,,,,1.0,,0.49,0.0,0.03,0.52,1.5,1.22,21.0,8.0,223.0,18.0,77.0,7.0,19.0,5.0,1.22,0.3,1.22,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1164,Dan Ndoye,True,True,,,456512.0,0.0,0.0,1.0,-1.0,0.0,3.0,3.8,2.8,2.0,Dan,3.3,669.0,False,,,61.0,456512.jpg,4.8,False,Ndoye,3.3,False,,a,16.0,17.0,19.0,474873.0,47958.0,190083.0,33673.0,0.5,3.1,Ndoye,207.0,2025-07-31,2000-10-25,False,p456512,295.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,75.2,53.4,43.0,17.2,4.0,12.0,3.0,19.0,4.0,0.1,0.39,0.49,4.91,73.0,23.0,70.0,50.0,75.0,47.0,56.0,37.0,,,,,,,0.03,0.0,0.12,0.15,1.5,1.53,85.0,57.0,110.0,43.0,66.0,22.0,96.0,33.0,1.22,0.0,5.8,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1165,Arnaud Kalimuendo,True,True,,,465680.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,0.5,1.0,Arnaud,1.0,696.0,False,,,60.0,465680.jpg,1.0,False,Kalimuendo,0.1,False,,a,16.0,17.0,3.0,4886.0,1300.0,2976.0,949.0,0.2,0.5,Kalimuendo,73.0,2025-08-18,2002-01-20,False,p465680,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.6,14.3,13.0,3.0,1.0,2.0,0.0,3.0,0.0,0.11,0.01,0.12,1.04,362.0,33.0,216.0,18.0,206.0,33.0,319.0,31.0,,,,,,,0.2,0.0,0.02,0.22,1.87,3.6,89.0,26.0,286.0,29.0,378.0,42.0,509.0,68.0,0.0,0.0,5.4,Nottingham Forest,4.0,25-26,2025-09-19 19:07:10.579391,
1166,Trai Hume,True,True,,,487676.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.5,6.0,Trai,3.0,532.0,False,,,45.0,487676.jpg,3.8,False,Hume,0.3,False,,a,17.0,56.0,15.0,18259.0,1407.0,15168.0,1953.0,0.7,3.3,Hume,242.0,2022-01-04,2002-03-18,False,p487676,360.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,64.4,57.7,8.0,13.0,14.0,10.0,11.0,25.0,4.0,0.07,0.18,0.25,4.53,99.0,42.0,64.0,12.0,236.0,72.0,101.0,27.0,,,4.0,,,,0.02,0.0,0.04,0.06,1.13,0.75,448.0,101.0,114.0,49.0,109.0,46.0,324.0,114.0,1.0,0.5,6.25,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
1167,Reinildo Mandava,True,True,,,434399.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8,2.8,6.0,Reinildo,3.3,541.0,False,,,40.0,434399.jpg,4.0,False,Mandava,8.1,False,,a,17.0,56.0,16.0,392027.0,26302.0,226048.0,21363.0,0.8,4.0,Reinildo,146.0,2025-07-08,1994-01-21,False,p434399,360.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,74.2,17.9,6.0,9.9,24.0,13.0,11.0,35.0,4.0,0.02,0.04,0.06,4.53,79.0,36.0,192.0,53.0,255.0,79.0,153.0,53.0,,,,,,,0.0,0.0,0.01,0.01,1.13,0.75,648.0,177.0,102.0,44.0,85.0,39.0,54.0,19.0,1.0,0.5,8.75,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
1168,Simon Adingra,True,True,,,535818.0,-1.0,1.0,-1.0,1.0,0.0,3.0,1.2,1.2,3.0,Simon,1.7,543.0,False,,,54.0,535818.jpg,2.8,False,Adingra,1.1,False,,a,17.0,56.0,11.0,67314.0,1939.0,117247.0,13766.0,0.3,2.0,Adingra,54.0,2025-07-10,2002-01-01,False,p535818,230.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,20.4,59.7,6.0,8.6,4.0,7.0,3.0,14.0,3.0,0.14,0.2,0.34,1.75,254.0,116.0,59.0,45.0,261.0,143.0,177.0,88.0,,,,,,,0.05,0.0,0.08,0.13,0.68,0.78,211.0,132.0,217.0,104.0,173.0,73.0,179.0,58.0,1.17,0.78,5.48,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
1169,Habib Diarra,True,True,,,547027.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.5,3.0,Habib,3.0,544.0,False,,,55.0,547027.jpg,3.0,False,Diarra,0.1,False,,a,17.0,56.0,12.0,5386.0,741.0,6800.0,985.0,0.5,2.2,Diarra,189.0,2025-07-01,2004-01-03,False,p547027,345.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,10.6,31.0,45.0,8.0,6.0,8.0,1.0,15.0,4.0,0.5,0.08,0.58,3.87,308.0,146.0,116.0,81.0,68.0,43.0,187.0,93.0,,,,,,,0.13,0.0,0.02,0.15,1.01,0.52,168.0,104.0,122.0,47.0,165.0,66.0,474.0,161.0,1.04,0.52,3.91,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
1170,Chris Rigg,True,True,,,554197.0,0.0,0.0,-1.0,1.0,0.0,3.0,-0.2,-0.2,1.0,Chris,0.3,551.0,False,,,49.0,554197.jpg,1.0,False,Rigg,0.0,False,,a,17.0,56.0,2.0,513.0,87.0,3167.0,330.0,0.1,0.4,Rigg,241.0,2022-12-31,2007-06-18,False,p554197,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,672.0,283.0,666.0,284.0,643.0,276.0,674.0,285.0,,,,,,,0.0,0.0,0.0,0.0,5.85,0.0,370.0,233.0,366.0,176.0,341.0,159.0,592.0,233.0,0.0,0.0,0.0,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
1171,Noah Sadiki,True,True,,,577669.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,1.8,3.0,Noah,2.3,552.0,False,,,50.0,577669.jpg,2.5,False,Sadiki,0.0,False,,a,17.0,56.0,10.0,1894.0,283.0,2327.0,319.0,0.5,2.0,Sadiki,50.0,2025-07-04,2004-12-17,False,p577669,353.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,36.6,48.7,8.0,9.4,10.0,7.0,7.0,24.0,4.0,0.02,0.29,0.31,4.15,185.0,76.0,77.0,54.0,240.0,134.0,164.0,82.0,,,,,,,0.01,0.0,0.07,0.08,1.06,0.76,304.0,188.0,171.0,73.0,190.0,85.0,579.0,223.0,1.02,0.51,6.12,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
1172,Chemsdine Talbi,True,True,,,549912.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,2.2,3.0,Chemsdine,2.7,553.0,False,,,50.0,549912.jpg,3.5,False,Talbi,0.3,False,,a,17.0,56.0,14.0,33264.0,1148.0,25540.0,3143.0,0.5,2.8,Talbi,145.0,2025-07-09,2005-05-09,False,p549912,306.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.6,59.4,27.0,12.2,4.0,7.0,3.0,14.0,4.0,0.52,0.2,0.72,3.6,192.0,81.0,61.0,47.0,123.0,73.0,116.0,64.0,,,,,,,0.15,0.0,0.06,0.21,1.06,0.29,300.0,185.0,146.0,56.0,129.0,49.0,313.0,105.0,1.18,0.88,4.12,Sunderland,4.0,25-26,2025-09-19 19:07:10.579391,
